student_dim_id,sis_user_id,student_label,export_id,canvas_gradebook_section,graduation_year,graduation_year_suffix,cohort_label,entry_school_year,entry_school_year_offset,graduation_school_year,graduation_school_year_offset,attendance_category,attendance_probability,latest_academic_profile_status,latest_posterior_readiness,latest_latent_readiness,latest_present_score
414,SYN-SIS-000414,Synthetic Student 414,SYN-EXP-000414,Section B,2032,32,class_of_2032,2028-2029,3,2031-2032,6,at_risk,0.6914,updated_assignment_14,43.49245917878641,37.8598,43.78
415,SYN-SIS-000415,Synthetic Student 415,SYN-EXP-000415,Section C,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.9088,observed_readiness_unchanged_absent,40.26098424219749,48.1277,39.99
416,SYN-SIS-000416,Synthetic Student 416,SYN-EXP-000416,Section D,2032,32,class_of_2032,2028-2029,3,2031-2032,6,at_risk,0.7206,updated_assignment_14,51.82989309578773,49.5578,53.12
417,SYN-SIS-000417,Synthetic Student 417,SYN-EXP-000417,Section A,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.8906,updated_assignment_14,65.94835005566084,65.2447,66.74
418,SYN-SIS-000418,Synthetic Student 418,SYN-EXP-000418,Section B,2032,32,class_of_2032,2028-2029,3,2031-2032,6,high,0.98,updated_assignment_14,64.9585996156511,66.194,64.74
419,SYN-SIS-000419,Synthetic Student 419,SYN-EXP-000419,Section C,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.8507,updated_assignment_14,60.78547512276273,56.5447,61.64
420,SYN-SIS-000420,Synthetic Student 420,SYN-EXP-000420,Section D,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.9117,updated_assignment_14,51.42062358330372,48.4956,51.69
421,SYN-SIS-000421,Synthetic Student 421,SYN-EXP-000421,Section A,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.908,updated_assignment_14,53.53095938340919,51.893,54.3
422,SYN-SIS-000422,Synthetic Student 422,SYN-EXP-000422,Section B,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.9297,updated_assignment_14,75.29779459144969,76.0075,75.06
423,SYN-SIS-000423,Synthetic Student 423,SYN-EXP-000423,Section C,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.9039,updated_assignment_14,92.46234830231505,93.7784,94.01
424,SYN-SIS-000424,Synthetic Student 424,SYN-EXP-000424,Section D,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.9542,updated_assignment_14,78.14219760532255,74.9736,78.73
425,SYN-SIS-000425,Synthetic Student 425,SYN-EXP-000425,Section A,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.9468,updated_assignment_14,54.92302576437347,56.8916,55.9
426,SYN-SIS-000426,Synthetic Student 426,SYN-EXP-000426,Section B,2032,32,class_of_2032,2028-2029,3,2031-2032,6,high,0.986,updated_assignment_14,35.61702801907055,35.5585,35.35
427,SYN-SIS-000427,Synthetic Student 427,SYN-EXP-000427,Section C,2032,32,class_of_2032,2028-2029,3,2031-2032,6,high,0.9833,updated_assignment_14,78.22381483861437,81.5824,79.12
428,SYN-SIS-000428,Synthetic Student 428,SYN-EXP-000428,Section D,2032,32,class_of_2032,2028-2029,3,2031-2032,6,at_risk,0.7129,observed_readiness_unchanged_absent,51.49093895538421,54.7708,50.66
429,SYN-SIS-000429,Synthetic Student 429,SYN-EXP-000429,Section A,2032,32,class_of_2032,2028-2029,3,2031-2032,6,high,0.9702,updated_assignment_14,35.009301082593225,34.6171,35.25
430,SYN-SIS-000430,Synthetic Student 430,SYN-EXP-000430,Section B,2032,32,class_of_2032,2028-2029,3,2031-2032,6,high,0.9849,updated_assignment_14,77.75791994681809,81.7648,78.98
431,SYN-SIS-000431,Synthetic Student 431,SYN-EXP-000431,Section C,2032,32,class_of_2032,2028-2029,3,2031-2032,6,high,0.992,updated_assignment_14,50.22916736539364,53.8135,49.55
432,SYN-SIS-000432,Synthetic Student 432,SYN-EXP-000432,Section D,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.9316,updated_assignment_14,51.28751571317676,53.5173,50.76
433,SYN-SIS-000433,Synthetic Student 433,SYN-EXP-000433,Section A,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.9363,updated_assignment_14,75.7746885329973,78.0779,76.65
434,SYN-SIS-000434,Synthetic Student 434,SYN-EXP-000434,Section B,2032,32,class_of_2032,2028-2029,3,2031-2032,6,high,0.9922,updated_assignment_14,34.863898898333304,39.8287,34.52
435,SYN-SIS-000435,Synthetic Student 435,SYN-EXP-000435,Section C,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.9094,updated_assignment_14,65.81261546485003,65.6839,66.66
436,SYN-SIS-000436,Synthetic Student 436,SYN-EXP-000436,Section D,2032,32,class_of_2032,2028-2029,3,2031-2032,6,high,0.9903,updated_assignment_14,39.67430124739343,43.3579,40.65
437,SYN-SIS-000437,Synthetic Student 437,SYN-EXP-000437,Section A,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.9156,updated_assignment_14,50.63207938759626,50.6262,51.88
438,SYN-SIS-000438,Synthetic Student 438,SYN-EXP-000438,Section B,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.9668,updated_assignment_14,56.52689472159754,55.749,57.15
439,SYN-SIS-000439,Synthetic Student 439,SYN-EXP-000439,Section C,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.9439,updated_assignment_14,44.150334758024535,47.1323,43.61
440,SYN-SIS-000440,Synthetic Student 440,SYN-EXP-000440,Section D,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.8932,observed_readiness_unchanged_absent,85.75221890329392,86.2575,86.3
441,SYN-SIS-000441,Synthetic Student 441,SYN-EXP-000441,Section A,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.8997,updated_assignment_14,44.169473942492985,42.7916,45.76
442,SYN-SIS-000442,Synthetic Student 442,SYN-EXP-000442,Section B,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.9363,updated_assignment_14,32.650066586568165,28.1556,33.17
443,SYN-SIS-000443,Synthetic Student 443,SYN-EXP-000443,Section C,2032,32,class_of_2032,2028-2029,3,2031-2032,6,high,0.9909,updated_assignment_14,61.568299633520944,63.38,61.5
444,SYN-SIS-000444,Synthetic Student 444,SYN-EXP-000444,Section D,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.9598,updated_assignment_14,77.75021554802966,76.7486,79.36
445,SYN-SIS-000445,Synthetic Student 445,SYN-EXP-000445,Section A,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.9462,updated_assignment_14,53.628253664450924,54.1251,53.89
446,SYN-SIS-000446,Synthetic Student 446,SYN-EXP-000446,Section B,2032,32,class_of_2032,2028-2029,3,2031-2032,6,high,0.991,updated_assignment_14,43.90413697258394,41.3274,44.45
447,SYN-SIS-000447,Synthetic Student 447,SYN-EXP-000447,Section C,2032,32,class_of_2032,2028-2029,3,2031-2032,6,high,0.9723,updated_assignment_14,41.255781247705805,38.784,41.11
448,SYN-SIS-000448,Synthetic Student 448,SYN-EXP-000448,Section D,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.9002,updated_assignment_14,57.79831576527001,59.4064,58.52
449,SYN-SIS-000449,Synthetic Student 449,SYN-EXP-000449,Section A,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.9026,updated_assignment_14,56.87578269077736,59.4143,57.62
450,SYN-SIS-000450,Synthetic Student 450,SYN-EXP-000450,Section B,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.9141,updated_assignment_14,60.1120213189348,62.1346,60.17
451,SYN-SIS-000451,Synthetic Student 451,SYN-EXP-000451,Section C,2032,32,class_of_2032,2028-2029,3,2031-2032,6,high,0.9983,updated_assignment_14,61.20976518335182,56.4855,62.6
452,SYN-SIS-000452,Synthetic Student 452,SYN-EXP-000452,Section D,2032,32,class_of_2032,2028-2029,3,2031-2032,6,high,0.9769,updated_assignment_14,54.36152097681439,56.6817,54.44
453,SYN-SIS-000453,Synthetic Student 453,SYN-EXP-000453,Section A,2032,32,class_of_2032,2028-2029,3,2031-2032,6,high,0.9882,updated_assignment_14,45.96058197322636,48.3894,45.85
454,SYN-SIS-000454,Synthetic Student 454,SYN-EXP-000454,Section B,2032,32,class_of_2032,2028-2029,3,2031-2032,6,high,0.9923,updated_assignment_14,51.87851654584504,49.8055,51.41
455,SYN-SIS-000455,Synthetic Student 455,SYN-EXP-000455,Section C,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.8938,updated_assignment_14,62.5116442854556,62.9178,62.83
456,SYN-SIS-000456,Synthetic Student 456,SYN-EXP-000456,Section D,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.9543,updated_assignment_14,63.16663777461642,62.4976,63.94
457,SYN-SIS-000457,Synthetic Student 457,SYN-EXP-000457,Section A,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.9407,updated_assignment_14,52.62136228994343,50.2137,53.26
458,SYN-SIS-000458,Synthetic Student 458,SYN-EXP-000458,Section B,2032,32,class_of_2032,2028-2029,3,2031-2032,6,high,0.975,updated_assignment_14,49.96062510975487,51.4487,50.48
459,SYN-SIS-000459,Synthetic Student 459,SYN-EXP-000459,Section C,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.9144,updated_assignment_14,44.873133398507925,46.0187,44.93
460,SYN-SIS-000460,Synthetic Student 460,SYN-EXP-000460,Section D,2032,32,class_of_2032,2028-2029,3,2031-2032,6,high,0.9806,updated_assignment_14,54.05722550952198,52.2196,55.47
461,SYN-SIS-000461,Synthetic Student 461,SYN-EXP-000461,Section A,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.8421,updated_assignment_14,64.27761418405392,60.743,65.58
462,SYN-SIS-000462,Synthetic Student 462,SYN-EXP-000462,Section B,2032,32,class_of_2032,2028-2029,3,2031-2032,6,high,0.9779,updated_assignment_14,71.93198011216607,71.6807,72.62
463,SYN-SIS-000463,Synthetic Student 463,SYN-EXP-000463,Section C,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.9616,updated_assignment_14,54.73735915469608,57.2229,54.96
464,SYN-SIS-000464,Synthetic Student 464,SYN-EXP-000464,Section D,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.8672,observed_readiness_unchanged_absent,45.01360651277603,52.0852,43.53
465,SYN-SIS-000465,Synthetic Student 465,SYN-EXP-000465,Section A,2032,32,class_of_2032,2028-2029,3,2031-2032,6,high,0.9574,updated_assignment_14,44.45392202327896,43.5505,45.82
466,SYN-SIS-000466,Synthetic Student 466,SYN-EXP-000466,Section B,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.909,updated_assignment_14,79.06778962529357,80.588,80.25
467,SYN-SIS-000467,Synthetic Student 467,SYN-EXP-000467,Section C,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.9356,updated_assignment_14,30.167306033944097,27.0685,30.12
468,SYN-SIS-000468,Synthetic Student 468,SYN-EXP-000468,Section D,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.9158,updated_assignment_14,45.52110880469188,45.9199,44.44
469,SYN-SIS-000469,Synthetic Student 469,SYN-EXP-000469,Section A,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.915,updated_assignment_14,59.84654965282914,58.1675,59.1
470,SYN-SIS-000470,Synthetic Student 470,SYN-EXP-000470,Section B,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.9238,updated_assignment_14,78.5724803472575,79.5266,80.36
471,SYN-SIS-000471,Synthetic Student 471,SYN-EXP-000471,Section C,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.9068,updated_assignment_14,44.07928038030125,43.2969,43.69
472,SYN-SIS-000472,Synthetic Student 472,SYN-EXP-000472,Section D,2032,32,class_of_2032,2028-2029,3,2031-2032,6,high,0.9974,updated_assignment_14,79.62176438238231,79.8784,80.54
473,SYN-SIS-000473,Synthetic Student 473,SYN-EXP-000473,Section A,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.8964,updated_assignment_14,66.09080661888552,61.883,67.92
474,SYN-SIS-000474,Synthetic Student 474,SYN-EXP-000474,Section B,2032,32,class_of_2032,2028-2029,3,2031-2032,6,high,0.9759,updated_assignment_14,48.448055812386876,42.7205,49.52
475,SYN-SIS-000475,Synthetic Student 475,SYN-EXP-000475,Section C,2032,32,class_of_2032,2028-2029,3,2031-2032,6,high,0.9756,updated_assignment_14,74.64158119104816,75.2987,75.16
476,SYN-SIS-000476,Synthetic Student 476,SYN-EXP-000476,Section D,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.9337,updated_assignment_14,47.16683840011253,49.5132,47.43
477,SYN-SIS-000477,Synthetic Student 477,SYN-EXP-000477,Section A,2032,32,class_of_2032,2028-2029,3,2031-2032,6,at_risk,0.6503,updated_assignment_14,56.621138389347664,57.24,57.6
478,SYN-SIS-000478,Synthetic Student 478,SYN-EXP-000478,Section B,2032,32,class_of_2032,2028-2029,3,2031-2032,6,high,0.9706,updated_assignment_14,44.82326795634458,45.0006,45.33
479,SYN-SIS-000479,Synthetic Student 479,SYN-EXP-000479,Section C,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.9331,updated_assignment_14,64.54467891574213,63.104,65.91
480,SYN-SIS-000480,Synthetic Student 480,SYN-EXP-000480,Section D,2032,32,class_of_2032,2028-2029,3,2031-2032,6,high,0.9299,updated_assignment_14,52.10308970817338,49.7965,52.54
481,SYN-SIS-000481,Synthetic Student 481,SYN-EXP-000481,Section A,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.9377,updated_assignment_14,47.52754702361522,45.299,48.23
482,SYN-SIS-000482,Synthetic Student 482,SYN-EXP-000482,Section B,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.9502,updated_assignment_14,72.72619757781428,73.036,73.14
483,SYN-SIS-000483,Synthetic Student 483,SYN-EXP-000483,Section C,2032,32,class_of_2032,2028-2029,3,2031-2032,6,at_risk,0.7011,updated_assignment_14,52.44289664780694,51.0291,52.95
484,SYN-SIS-000484,Synthetic Student 484,SYN-EXP-000484,Section D,2032,32,class_of_2032,2028-2029,3,2031-2032,6,high,0.9843,updated_assignment_14,23.590948105098345,25.4886,22.46
485,SYN-SIS-000485,Synthetic Student 485,SYN-EXP-000485,Section A,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.9292,updated_assignment_14,50.58348716428212,48.9963,51.05
486,SYN-SIS-000486,Synthetic Student 486,SYN-EXP-000486,Section B,2033,33,class_of_2033,2029-2030,4,,7,normal,0.939,updated_assignment_14,47.51353063801697,47.9902,47.89
487,SYN-SIS-000487,Synthetic Student 487,SYN-EXP-000487,Section C,2033,33,class_of_2033,2029-2030,4,,7,high,0.995,updated_assignment_14,67.904183981804,66.6945,69.64
488,SYN-SIS-000488,Synthetic Student 488,SYN-EXP-000488,Section D,2033,33,class_of_2033,2029-2030,4,,7,at_risk,0.7653,updated_assignment_14,52.15959069515545,53.1329,52.26
489,SYN-SIS-000489,Synthetic Student 489,SYN-EXP-000489,Section A,2033,33,class_of_2033,2029-2030,4,,7,normal,0.9115,updated_assignment_14,42.51853776890001,45.5422,43.31
490,SYN-SIS-000490,Synthetic Student 490,SYN-EXP-000490,Section B,2033,33,class_of_2033,2029-2030,4,,7,normal,0.8862,updated_assignment_14,45.74974988452385,45.646,46.59
491,SYN-SIS-000491,Synthetic Student 491,SYN-EXP-000491,Section C,2033,33,class_of_2033,2029-2030,4,,7,high,0.9665,updated_assignment_14,24.98755867548733,29.8494,24.39
492,SYN-SIS-000492,Synthetic Student 492,SYN-EXP-000492,Section D,2033,33,class_of_2033,2029-2030,4,,7,normal,0.9034,updated_assignment_14,50.43214629693975,53.6335,50.46
493,SYN-SIS-000493,Synthetic Student 493,SYN-EXP-000493,Section A,2033,33,class_of_2033,2029-2030,4,,7,high,0.961,updated_assignment_14,58.28581208519189,55.5764,58.76
494,SYN-SIS-000494,Synthetic Student 494,SYN-EXP-000494,Section B,2033,33,class_of_2033,2029-2030,4,,7,high,0.9928,updated_assignment_14,55.13097952354594,52.9572,55.86
495,SYN-SIS-000495,Synthetic Student 495,SYN-EXP-000495,Section C,2033,33,class_of_2033,2029-2030,4,,7,normal,0.9037,updated_assignment_14,82.33308235834501,88.2215,82.82
496,SYN-SIS-000496,Synthetic Student 496,SYN-EXP-000496,Section D,2033,33,class_of_2033,2029-2030,4,,7,normal,0.9266,updated_assignment_14,91.12018676228259,97.342,91.13
497,SYN-SIS-000497,Synthetic Student 497,SYN-EXP-000497,Section A,2033,33,class_of_2033,2029-2030,4,,7,normal,0.9233,updated_assignment_14,34.59399565237305,35.4346,35.01
498,SYN-SIS-000498,Synthetic Student 498,SYN-EXP-000498,Section B,2033,33,class_of_2033,2029-2030,4,,7,normal,0.9248,updated_assignment_14,81.37526481906825,80.2677,82.47
499,SYN-SIS-000499,Synthetic Student 499,SYN-EXP-000499,Section C,2033,33,class_of_2033,2029-2030,4,,7,at_risk,0.7642,observed_readiness_unchanged_absent,30.69857847205708,35.4876,30.5
500,SYN-SIS-000500,Synthetic Student 500,SYN-EXP-000500,Section D,2033,33,class_of_2033,2029-2030,4,,7,normal,0.8751,updated_assignment_14,60.98954304095369,57.7062,62.81
501,SYN-SIS-000501,Synthetic Student 501,SYN-EXP-000501,Section A,2033,33,class_of_2033,2029-2030,4,,7,high,0.9761,observed_readiness_unchanged_absent,46.17234315748447,49.4943,46.32
502,SYN-SIS-000502,Synthetic Student 502,SYN-EXP-000502,Section B,2033,33,class_of_2033,2029-2030,4,,7,normal,0.9151,updated_assignment_14,57.61032527983502,58.8352,58.88
503,SYN-SIS-000503,Synthetic Student 503,SYN-EXP-000503,Section C,2033,33,class_of_2033,2029-2030,4,,7,normal,0.9371,updated_assignment_14,79.89818841484923,80.034,82.04
504,SYN-SIS-000504,Synthetic Student 504,SYN-EXP-000504,Section D,2033,33,class_of_2033,2029-2030,4,,7,high,0.9884,updated_assignment_14,83.78706424814908,84.5957,85.77
505,SYN-SIS-000505,Synthetic Student 505,SYN-EXP-000505,Section A,2033,33,class_of_2033,2029-2030,4,,7,normal,0.9492,updated_assignment_14,59.884621131888046,60.1137,60.83
506,SYN-SIS-000506,Synthetic Student 506,SYN-EXP-000506,Section B,2033,33,class_of_2033,2029-2030,4,,7,high,0.9912,updated_assignment_14,61.01039235889626,62.8804,61.82
507,SYN-SIS-000507,Synthetic Student 507,SYN-EXP-000507,Section C,2033,33,class_of_2033,2029-2030,4,,7,high,0.9885,updated_assignment_14,32.93651788788148,33.2015,33.25
508,SYN-SIS-000508,Synthetic Student 508,SYN-EXP-000508,Section D,2033,33,class_of_2033,2029-2030,4,,7,high,0.9845,updated_assignment_14,44.714422137075175,38.2328,46.32
509,SYN-SIS-000509,Synthetic Student 509,SYN-EXP-000509,Section A,2033,33,class_of_2033,2029-2030,4,,7,high,0.9943,updated_assignment_14,55.37739577574348,55.1402,56.42
510,SYN-SIS-000510,Synthetic Student 510,SYN-EXP-000510,Section B,2033,33,class_of_2033,2029-2030,4,,7,normal,0.9319,updated_assignment_14,46.027327767475676,43.6119,47.07
511,SYN-SIS-000511,Synthetic Student 511,SYN-EXP-000511,Section C,2033,33,class_of_2033,2029-2030,4,,7,normal,0.9128,updated_assignment_14,33.52131950583517,35.1749,33.93
512,SYN-SIS-000512,Synthetic Student 512,SYN-EXP-000512,Section D,2033,33,class_of_2033,2029-2030,4,,7,normal,0.9464,updated_assignment_14,25.566008643387292,31.1525,24.64
513,SYN-SIS-000513,Synthetic Student 513,SYN-EXP-000513,Section A,2033,33,class_of_2033,2029-2030,4,,7,normal,0.9489,updated_assignment_14,15.226565560362483,20.4517,15.15
514,SYN-SIS-000514,Synthetic Student 514,SYN-EXP-000514,Section B,2033,33,class_of_2033,2029-2030,4,,7,high,0.9549,updated_assignment_14,67.32291417295443,69.3704,68.44
515,SYN-SIS-000515,Synthetic Student 515,SYN-EXP-000515,Section C,2033,33,class_of_2033,2029-2030,4,,7,normal,0.9471,updated_assignment_14,48.52055042185034,49.1129,49.03
516,SYN-SIS-000516,Synthetic Student 516,SYN-EXP-000516,Section D,2033,33,class_of_2033,2029-2030,4,,7,normal,0.8946,updated_assignment_14,50.226428738777415,53.3288,50.33
517,SYN-SIS-000517,Synthetic Student 517,SYN-EXP-000517,Section A,2033,33,class_of_2033,2029-2030,4,,7,normal,0.9247,updated_assignment_14,58.37251384832765,59.1883,59.53
518,SYN-SIS-000518,Synthetic Student 518,SYN-EXP-000518,Section B,2033,33,class_of_2033,2029-2030,4,,7,normal,0.9167,updated_assignment_14,52.43105507776423,54.6755,52.59
519,SYN-SIS-000519,Synthetic Student 519,SYN-EXP-000519,Section C,2033,33,class_of_2033,2029-2030,4,,7,high,0.9918,observed_readiness_unchanged_absent,48.70526241323355,50.718,48.58
520,SYN-SIS-000520,Synthetic Student 520,SYN-EXP-000520,Section D,2033,33,class_of_2033,2029-2030,4,,7,normal,0.9393,updated_assignment_14,65.33062580542388,66.5094,66.06
521,SYN-SIS-000521,Synthetic Student 521,SYN-EXP-000521,Section A,2033,33,class_of_2033,2029-2030,4,,7,normal,0.8931,updated_assignment_14,69.05596035982938,67.455,70.43
522,SYN-SIS-000522,Synthetic Student 522,SYN-EXP-000522,Section B,2033,33,class_of_2033,2029-2030,4,,7,normal,0.9099,updated_assignment_14,45.22270499435124,49.0034,45.59
523,SYN-SIS-000523,Synthetic Student 523,SYN-EXP-000523,Section C,2033,33,class_of_2033,2029-2030,4,,7,high,0.9393,updated_assignment_14,38.61265278457951,39.1159,39.18
524,SYN-SIS-000524,Synthetic Student 524,SYN-EXP-000524,Section D,2033,33,class_of_2033,2029-2030,4,,7,normal,0.9387,observed_readiness_unchanged_absent,39.019017411290385,44.2178,39.31
525,SYN-SIS-000525,Synthetic Student 525,SYN-EXP-000525,Section A,2033,33,class_of_2033,2029-2030,4,,7,high,0.9885,updated_assignment_14,55.765276922532806,55.9249,57.22
526,SYN-SIS-000526,Synthetic Student 526,SYN-EXP-000526,Section B,2033,33,class_of_2033,2029-2030,4,,7,normal,0.9293,updated_assignment_14,80.7252591220697,83.0951,81.28
527,SYN-SIS-000527,Synthetic Student 527,SYN-EXP-000527,Section C,2033,33,class_of_2033,2029-2030,4,,7,normal,0.8966,updated_assignment_14,84.11980050942049,86.0163,85.04
528,SYN-SIS-000528,Synthetic Student 528,SYN-EXP-000528,Section D,2033,33,class_of_2033,2029-2030,4,,7,high,0.9938,updated_assignment_14,82.0984550987922,78.5437,84.35
529,SYN-SIS-000529,Synthetic Student 529,SYN-EXP-000529,Section A,2033,33,class_of_2033,2029-2030,4,,7,at_risk,0.7399,updated_assignment_14,72.03949416944812,69.0209,73.17
530,SYN-SIS-000530,Synthetic Student 530,SYN-EXP-000530,Section B,2033,33,class_of_2033,2029-2030,4,,7,at_risk,0.7433,updated_assignment_14,56.88552393305605,54.9602,57.99
531,SYN-SIS-000531,Synthetic Student 531,SYN-EXP-000531,Section C,2033,33,class_of_2033,2029-2030,4,,7,normal,0.9361,updated_assignment_14,37.59928233679786,37.8493,38.1
532,SYN-SIS-000532,Synthetic Student 532,SYN-EXP-000532,Section D,2033,33,class_of_2033,2029-2030,4,,7,normal,0.8654,updated_assignment_14,43.131426715379995,45.6961,42.68
533,SYN-SIS-000533,Synthetic Student 533,SYN-EXP-000533,Section A,2033,33,class_of_2033,2029-2030,4,,7,high,0.9936,updated_assignment_14,56.73194430689465,56.6725,57.97
534,SYN-SIS-000534,Synthetic Student 534,SYN-EXP-000534,Section B,2033,33,class_of_2033,2029-2030,4,,7,normal,0.9275,updated_assignment_14,54.9576836983313,55.8052,56.07
535,SYN-SIS-000535,Synthetic Student 535,SYN-EXP-000535,Section C,2033,33,class_of_2033,2029-2030,4,,7,normal,0.9435,updated_assignment_14,45.850051186704135,47.8519,46.87
536,SYN-SIS-000536,Synthetic Student 536,SYN-EXP-000536,Section D,2033,33,class_of_2033,2029-2030,4,,7,at_risk,0.6544,updated_assignment_14,72.03733572442239,78.6859,72.51
537,SYN-SIS-000537,Synthetic Student 537,SYN-EXP-000537,Section A,2033,33,class_of_2033,2029-2030,4,,7,high,0.985,updated_assignment_14,26.37903680593811,30.6687,26.79
538,SYN-SIS-000538,Synthetic Student 538,SYN-EXP-000538,Section B,2033,33,class_of_2033,2029-2030,4,,7,high,0.9844,updated_assignment_14,61.556948040408315,65.1036,63.12
539,SYN-SIS-000539,Synthetic Student 539,SYN-EXP-000539,Section C,2033,33,class_of_2033,2029-2030,4,,7,high,0.9882,updated_assignment_14,63.904490524409375,72.4381,65.31
540,SYN-SIS-000540,Synthetic Student 540,SYN-EXP-000540,Section D,2033,33,class_of_2033,2029-2030,4,,7,high,0.9962,updated_assignment_14,64.65167421166478,64.9333,66.32
541,SYN-SIS-000541,Synthetic Student 541,SYN-EXP-000541,Section A,2033,33,class_of_2033,2029-2030,4,,7,high,0.9951,updated_assignment_14,49.85297719592855,49.5956,51.25
542,SYN-SIS-000542,Synthetic Student 542,SYN-EXP-000542,Section B,2033,33,class_of_2033,2029-2030,4,,7,normal,0.8777,updated_assignment_14,44.98087116554508,44.1021,46.28
543,SYN-SIS-000543,Synthetic Student 543,SYN-EXP-000543,Section C,2033,33,class_of_2033,2029-2030,4,,7,normal,0.8791,updated_assignment_14,43.26408816927905,43.3848,43.39
544,SYN-SIS-000544,Synthetic Student 544,SYN-EXP-000544,Section D,2033,33,class_of_2033,2029-2030,4,,7,normal,0.9454,updated_assignment_14,52.50364258781025,52.7952,53.17
545,SYN-SIS-000545,Synthetic Student 545,SYN-EXP-000545,Section A,2033,33,class_of_2033,2029-2030,4,,7,normal,0.9439,updated_assignment_14,70.21922434277428,72.5918,71.77
546,SYN-SIS-000546,Synthetic Student 546,SYN-EXP-000546,Section B,2033,33,class_of_2033,2029-2030,4,,7,high,0.9861,updated_assignment_14,61.96904396061495,66.5927,63.25
547,SYN-SIS-000547,Synthetic Student 547,SYN-EXP-000547,Section C,2033,33,class_of_2033,2029-2030,4,,7,normal,0.8714,updated_assignment_14,55.500855477485445,60.5155,56.55
548,SYN-SIS-000548,Synthetic Student 548,SYN-EXP-000548,Section D,2033,33,class_of_2033,2029-2030,4,,7,high,0.965,updated_assignment_14,48.9383781212908,48.9652,49.8
549,SYN-SIS-000549,Synthetic Student 549,SYN-EXP-000549,Section A,2033,33,class_of_2033,2029-2030,4,,7,high,0.9934,updated_assignment_14,44.627506129862134,46.9215,44.13
550,SYN-SIS-000550,Synthetic Student 550,SYN-EXP-000550,Section B,2033,33,class_of_2033,2029-2030,4,,7,normal,0.916,updated_assignment_14,46.39881638131199,45.6579,46.37
551,SYN-SIS-000551,Synthetic Student 551,SYN-EXP-000551,Section C,2033,33,class_of_2033,2029-2030,4,,7,normal,0.9398,updated_assignment_14,73.91608912965954,71.9391,75.5
552,SYN-SIS-000552,Synthetic Student 552,SYN-EXP-000552,Section D,2033,33,class_of_2033,2029-2030,4,,7,high,0.9878,updated_assignment_14,64.41608312025434,66.4314,64.78
553,SYN-SIS-000553,Synthetic Student 553,SYN-EXP-000553,Section A,2033,33,class_of_2033,2029-2030,4,,7,high,0.9877,updated_assignment_14,62.6419661551032,60.0927,64.53
554,SYN-SIS-000554,Synthetic Student 554,SYN-EXP-000554,Section B,2033,33,class_of_2033,2029-2030,4,,7,normal,0.9509,updated_assignment_14,51.16802380178129,50.2036,52.31
555,SYN-SIS-000555,Synthetic Student 555,SYN-EXP-000555,Section C,2033,33,class_of_2033,2029-2030,4,,7,high,0.9784,updated_assignment_14,81.94677414990011,79.9888,84.08
