assessment_score_fact_id,student_dim_id,course_dim_id,section_dim_id,teacher_dim_id,assignment_dim_id,school_year,school_year_offset,sis_user_id,course_id,section_id,teacher_id,assignment_label,sequence_index,assessment_window,expected_transition_type,actual_transition_type,generation_mode,population_status,score,present_student_score,potential_score,posterior_readiness_after,growth_delta,latent_transition_type,latent_readiness_before,latent_readiness_after,latent_transition_delta,is_populated,is_present,is_nonparticipation_zero
3352,587,1,126,26,12,2030-2031,5,SYN-SIS-000587,MATH-ALG1,Y05-SEC-001,TCH-001,Assignment 12,12,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,45.83,45.83,45.54,45.4739,2.87,school_year_growth,42.55,45.5375,2.9875,true,true,false
3353,588,4,135,28,11,2030-2031,5,SYN-SIS-000588,MATH-ALG2-H,Y05-SEC-010,TCH-003,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,46.59,46.59,51.14,46.964,,initialize_latent_readiness,,51.14,,true,true,false
3354,588,4,135,28,12,2030-2031,5,SYN-SIS-000588,MATH-ALG2-H,Y05-SEC-010,TCH-003,Assignment 12,12,end_of_year,school_year_growth,absent_no_update,absent_no_update,populated,0.0,,,,,school_year_growth,51.14,56.7567,5.6167,true,false,true
3355,589,4,136,28,11,2030-2031,5,SYN-SIS-000589,MATH-ALG2-H,Y05-SEC-011,TCH-003,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,65.77,65.77,62.26,63.1678,,initialize_latent_readiness,,62.26,,true,true,false
3356,589,4,136,28,12,2030-2031,5,SYN-SIS-000589,MATH-ALG2-H,Y05-SEC-011,TCH-003,Assignment 12,12,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,67.9,67.9,68.08,66.8359,2.13,school_year_growth,62.26,68.0798,5.8198,true,true,false
3357,590,2,130,26,11,2030-2031,5,SYN-SIS-000590,MATH-GEOM,Y05-SEC-005,TCH-001,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,81.62,81.62,83.4,75.9376,,initialize_latent_readiness,,83.4,,true,true,false
3358,590,2,130,26,12,2030-2031,5,SYN-SIS-000590,MATH-GEOM,Y05-SEC-005,TCH-001,Assignment 12,12,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,92.97,92.97,85.14,89.6069,11.35,school_year_growth,83.4,85.1439,1.7439,true,true,false
3359,591,1,126,26,11,2030-2031,5,SYN-SIS-000591,MATH-ALG1,Y05-SEC-001,TCH-001,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,61.59,61.59,57.72,59.0157,,initialize_latent_readiness,,57.72,,true,true,false
3360,591,1,126,26,12,2030-2031,5,SYN-SIS-000591,MATH-ALG1,Y05-SEC-001,TCH-001,Assignment 12,12,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,60.84,60.84,66.12,60.2307,-0.75,school_year_growth,57.72,66.1231,8.4031,true,true,false
3361,592,1,126,26,11,2030-2031,5,SYN-SIS-000592,MATH-ALG1,Y05-SEC-001,TCH-001,Assignment 11,11,beginning_of_year,summer_atrophy,absent_no_update,absent_no_update,populated,0.0,,,,,initialize_latent_readiness,,10.28,,true,false,true
3362,592,1,126,26,12,2030-2031,5,SYN-SIS-000592,MATH-ALG1,Y05-SEC-001,TCH-001,Assignment 12,12,end_of_year,school_year_growth,initialize_readiness,first_present_evidence_from_latent,populated,19.69,19.69,16.84,23.6174,,school_year_growth,10.28,16.8365,6.5565,true,true,false
3363,593,2,130,26,11,2030-2031,5,SYN-SIS-000593,MATH-GEOM,Y05-SEC-005,TCH-001,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,37.21,37.21,35.61,38.4188,,initialize_latent_readiness,,35.61,,true,true,false
3364,593,2,130,26,12,2030-2031,5,SYN-SIS-000593,MATH-GEOM,Y05-SEC-005,TCH-001,Assignment 12,12,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,48.21,48.21,44.7,46.8439,11.0,school_year_growth,35.61,44.6982,9.0882,true,true,false
3365,594,2,128,26,11,2030-2031,5,SYN-SIS-000594,MATH-GEOM,Y05-SEC-003,TCH-001,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,85.0,85.0,81.71,78.7931,,initialize_latent_readiness,,81.71,,true,true,false
3366,594,2,128,26,12,2030-2031,5,SYN-SIS-000594,MATH-GEOM,Y05-SEC-003,TCH-001,Assignment 12,12,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,86.03,86.03,85.53,84.1205,1.03,school_year_growth,81.71,85.5251,3.8151,true,true,false
3367,595,2,130,26,11,2030-2031,5,SYN-SIS-000595,MATH-GEOM,Y05-SEC-005,TCH-001,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,21.03,21.03,21.0,24.7495,,initialize_latent_readiness,,21.0,,true,true,false
3368,595,2,130,26,12,2030-2031,5,SYN-SIS-000595,MATH-GEOM,Y05-SEC-005,TCH-001,Assignment 12,12,end_of_year,school_year_growth,absent_no_update,absent_no_update,populated,0.0,,,,,school_year_growth,21.0,26.0098,5.0098,true,false,true
3369,596,4,135,28,11,2030-2031,5,SYN-SIS-000596,MATH-ALG2-H,Y05-SEC-010,TCH-003,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,15.76,15.76,16.63,20.9179,,initialize_latent_readiness,,16.63,,true,true,false
3370,596,4,135,28,12,2030-2031,5,SYN-SIS-000596,MATH-ALG2-H,Y05-SEC-010,TCH-003,Assignment 12,12,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,25.65,25.65,28.31,25.5693,9.89,school_year_growth,16.63,28.3067,11.6767,true,true,false
3371,597,2,128,26,11,2030-2031,5,SYN-SIS-000597,MATH-GEOM,Y05-SEC-003,TCH-001,Assignment 11,11,beginning_of_year,summer_atrophy,absent_no_update,absent_no_update,populated,0.0,,,,,initialize_latent_readiness,,29.87,,true,false,true
3372,597,2,128,26,12,2030-2031,5,SYN-SIS-000597,MATH-GEOM,Y05-SEC-003,TCH-001,Assignment 12,12,end_of_year,school_year_growth,initialize_readiness,first_present_evidence_from_latent,populated,32.91,32.91,39.41,34.786,,school_year_growth,29.87,39.4057,9.5357,true,true,false
3373,598,5,140,29,11,2030-2031,5,SYN-SIS-000598,MATH-AP-PRECALC,Y05-SEC-015,TCH-004,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,33.62,33.62,32.91,36.3169,,initialize_latent_readiness,,32.91,,true,true,false
3374,598,5,140,29,12,2030-2031,5,SYN-SIS-000598,MATH-AP-PRECALC,Y05-SEC-015,TCH-004,Assignment 12,12,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,41.53,41.53,40.41,41.0628,7.91,school_year_growth,32.91,40.4108,7.5008,true,true,false
3375,599,4,137,28,11,2030-2031,5,SYN-SIS-000599,MATH-ALG2-H,Y05-SEC-012,TCH-003,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,41.06,41.06,37.13,42.2921,,initialize_latent_readiness,,37.13,,true,true,false
3376,599,4,137,28,12,2030-2031,5,SYN-SIS-000599,MATH-ALG2-H,Y05-SEC-012,TCH-003,Assignment 12,12,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,50.79,50.79,48.65,49.6275,9.73,school_year_growth,37.13,48.6521,11.5221,true,true,false
3377,600,1,126,26,11,2030-2031,5,SYN-SIS-000600,MATH-ALG1,Y05-SEC-001,TCH-001,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,31.46,31.46,30.78,33.561,,initialize_latent_readiness,,30.78,,true,true,false
3378,600,1,126,26,12,2030-2031,5,SYN-SIS-000600,MATH-ALG1,Y05-SEC-001,TCH-001,Assignment 12,12,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,40.95,40.95,38.39,40.0697,9.49,school_year_growth,30.78,38.3892,7.6092,true,true,false
3379,601,2,127,27,11,2030-2031,5,SYN-SIS-000601,MATH-GEOM,Y05-SEC-002,TCH-002,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,68.32,68.32,71.29,64.7014,,initialize_latent_readiness,,71.29,,true,true,false
3380,601,2,127,27,12,2030-2031,5,SYN-SIS-000601,MATH-GEOM,Y05-SEC-002,TCH-002,Assignment 12,12,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,77.31,77.31,78.98,74.8949,8.99,school_year_growth,71.29,78.9825,7.6925,true,true,false
3381,602,2,128,26,11,2030-2031,5,SYN-SIS-000602,MATH-GEOM,Y05-SEC-003,TCH-001,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,33.9,33.9,35.51,35.6224,,initialize_latent_readiness,,35.51,,true,true,false
3382,602,2,128,26,12,2030-2031,5,SYN-SIS-000602,MATH-GEOM,Y05-SEC-003,TCH-001,Assignment 12,12,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,46.98,46.98,44.8,45.4359,13.08,school_year_growth,35.51,44.7998,9.2898,true,true,false
3383,603,2,130,26,11,2030-2031,5,SYN-SIS-000603,MATH-GEOM,Y05-SEC-005,TCH-001,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,65.26,65.26,62.75,62.1162,,initialize_latent_readiness,,62.75,,true,true,false
3384,603,2,130,26,12,2030-2031,5,SYN-SIS-000603,MATH-GEOM,Y05-SEC-005,TCH-001,Assignment 12,12,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,67.53,67.53,67.32,66.2915,2.27,school_year_growth,62.75,67.322,4.572,true,true,false
3385,604,4,137,28,11,2030-2031,5,SYN-SIS-000604,MATH-ALG2-H,Y05-SEC-012,TCH-003,Assignment 11,11,beginning_of_year,summer_atrophy,absent_no_update,absent_no_update,populated,0.0,,,,,initialize_latent_readiness,,88.34,,true,false,true
3386,604,4,137,28,12,2030-2031,5,SYN-SIS-000604,MATH-ALG2-H,Y05-SEC-012,TCH-003,Assignment 12,12,end_of_year,school_year_growth,initialize_readiness,first_present_evidence_from_latent,populated,90.44,90.44,90.79,84.0097,,school_year_growth,88.34,90.7911,2.4511,true,true,false
3387,605,1,126,26,11,2030-2031,5,SYN-SIS-000605,MATH-ALG1,Y05-SEC-001,TCH-001,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,77.85,77.85,82.16,72.7526,,initialize_latent_readiness,,82.16,,true,true,false
3388,605,1,126,26,12,2030-2031,5,SYN-SIS-000605,MATH-ALG1,Y05-SEC-001,TCH-001,Assignment 12,12,end_of_year,school_year_growth,absent_no_update,absent_no_update,populated,0.0,,,,,school_year_growth,82.16,80.7535,-1.4065,true,false,true
3389,606,2,128,26,11,2030-2031,5,SYN-SIS-000606,MATH-GEOM,Y05-SEC-003,TCH-001,Assignment 11,11,beginning_of_year,summer_atrophy,absent_no_update,absent_no_update,populated,0.0,,,,,initialize_latent_readiness,,26.95,,true,false,true
3390,606,2,128,26,12,2030-2031,5,SYN-SIS-000606,MATH-GEOM,Y05-SEC-003,TCH-001,Assignment 12,12,end_of_year,school_year_growth,initialize_readiness,first_present_evidence_from_latent,populated,32.68,32.68,34.36,34.5917,,school_year_growth,26.95,34.3561,7.4061,true,true,false
3391,607,1,126,26,11,2030-2031,5,SYN-SIS-000607,MATH-ALG1,Y05-SEC-001,TCH-001,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,64.24,64.24,59.62,61.2545,,initialize_latent_readiness,,59.62,,true,true,false
3392,607,1,126,26,12,2030-2031,5,SYN-SIS-000607,MATH-ALG1,Y05-SEC-001,TCH-001,Assignment 12,12,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,61.26,61.26,65.66,60.8808,-2.98,school_year_growth,59.62,65.6588,6.0388,true,true,false
3393,608,2,129,27,11,2030-2031,5,SYN-SIS-000608,MATH-GEOM,Y05-SEC-004,TCH-002,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,37.89,37.89,40.17,38.9933,,initialize_latent_readiness,,40.17,,true,true,false
3394,608,2,129,27,12,2030-2031,5,SYN-SIS-000608,MATH-GEOM,Y05-SEC-004,TCH-002,Assignment 12,12,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,47.55,47.55,50.57,46.362,9.66,school_year_growth,40.17,50.5714,10.4014,true,true,false
3395,609,1,126,26,11,2030-2031,5,SYN-SIS-000609,MATH-ALG1,Y05-SEC-001,TCH-001,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,89.91,89.91,82.51,82.9412,,initialize_latent_readiness,,82.51,,true,true,false
3396,609,1,126,26,12,2030-2031,5,SYN-SIS-000609,MATH-ALG1,Y05-SEC-001,TCH-001,Assignment 12,12,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,84.75,84.75,86.36,83.5862,-5.16,school_year_growth,82.51,86.3642,3.8542,true,true,false
3397,610,2,128,26,11,2030-2031,5,SYN-SIS-000610,MATH-GEOM,Y05-SEC-003,TCH-001,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,9.02,9.02,10.96,14.6031,,initialize_latent_readiness,,10.96,,true,true,false
3398,610,2,128,26,12,2030-2031,5,SYN-SIS-000610,MATH-GEOM,Y05-SEC-003,TCH-001,Assignment 12,12,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,21.34,21.34,20.67,21.0021,12.32,school_year_growth,10.96,20.6674,9.7074,true,true,false
3399,611,1,126,26,11,2030-2031,5,SYN-SIS-000611,MATH-ALG1,Y05-SEC-001,TCH-001,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,20.9,20.9,20.52,24.6397,,initialize_latent_readiness,,20.52,,true,true,false
3400,611,1,126,26,12,2030-2031,5,SYN-SIS-000611,MATH-ALG1,Y05-SEC-001,TCH-001,Assignment 12,12,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,25.1,25.1,26.92,25.5025,4.2,school_year_growth,20.52,26.9205,6.4005,true,true,false
3401,612,1,126,26,11,2030-2031,5,SYN-SIS-000612,MATH-ALG1,Y05-SEC-001,TCH-001,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,18.66,18.66,22.79,22.7472,,initialize_latent_readiness,,22.79,,true,true,false
3402,612,1,126,26,12,2030-2031,5,SYN-SIS-000612,MATH-ALG1,Y05-SEC-001,TCH-001,Assignment 12,12,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,30.23,30.23,30.87,29.5868,11.57,school_year_growth,22.79,30.8677,8.0777,true,true,false
3403,613,2,128,26,11,2030-2031,5,SYN-SIS-000613,MATH-GEOM,Y05-SEC-003,TCH-001,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,31.95,31.95,31.67,33.975,,initialize_latent_readiness,,31.67,,true,true,false
3404,613,2,128,26,12,2030-2031,5,SYN-SIS-000613,MATH-GEOM,Y05-SEC-003,TCH-001,Assignment 12,12,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,38.85,38.85,37.49,38.3502,6.9,school_year_growth,31.67,37.4857,5.8157,true,true,false
3405,614,2,129,27,11,2030-2031,5,SYN-SIS-000614,MATH-GEOM,Y05-SEC-004,TCH-002,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,12.59,12.59,14.24,17.6191,,initialize_latent_readiness,,14.24,,true,true,false
3406,614,2,129,27,12,2030-2031,5,SYN-SIS-000614,MATH-GEOM,Y05-SEC-004,TCH-002,Assignment 12,12,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,23.64,23.64,27.09,23.343,11.05,school_year_growth,14.24,27.0926,12.8526,true,true,false
3407,615,1,126,26,11,2030-2031,5,SYN-SIS-000615,MATH-ALG1,Y05-SEC-001,TCH-001,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,87.4,87.4,87.13,80.8207,,initialize_latent_readiness,,87.13,,true,true,false
3408,615,1,126,26,12,2030-2031,5,SYN-SIS-000615,MATH-ALG1,Y05-SEC-001,TCH-001,Assignment 12,12,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,88.92,88.92,90.99,86.8295,1.52,school_year_growth,87.13,90.9927,3.8627,true,true,false
3409,616,2,128,26,11,2030-2031,5,SYN-SIS-000616,MATH-GEOM,Y05-SEC-003,TCH-001,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,59.32,59.32,60.14,57.0979,,initialize_latent_readiness,,60.14,,true,true,false
3410,616,2,128,26,12,2030-2031,5,SYN-SIS-000616,MATH-GEOM,Y05-SEC-003,TCH-001,Assignment 12,12,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,66.06,66.06,66.57,64.3877,6.74,school_year_growth,60.14,66.5734,6.4334,true,true,false
3411,617,2,130,26,11,2030-2031,5,SYN-SIS-000617,MATH-GEOM,Y05-SEC-005,TCH-001,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,45.67,45.67,42.44,45.566,,initialize_latent_readiness,,42.44,,true,true,false
3412,617,2,130,26,12,2030-2031,5,SYN-SIS-000617,MATH-GEOM,Y05-SEC-005,TCH-001,Assignment 12,12,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,45.31,45.31,47.25,45.3366,-0.36,school_year_growth,42.44,47.248,4.808,true,true,false
3413,618,5,138,29,11,2030-2031,5,SYN-SIS-000618,MATH-AP-PRECALC,Y05-SEC-013,TCH-004,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,40.43,40.43,37.93,42.0702,,initialize_latent_readiness,,37.93,,true,true,false
3414,618,5,138,29,12,2030-2031,5,SYN-SIS-000618,MATH-AP-PRECALC,Y05-SEC-013,TCH-004,Assignment 12,12,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,37.22,37.22,40.94,38.1805,-3.21,school_year_growth,37.93,40.9413,3.0113,true,true,false
3415,619,4,137,28,11,2030-2031,5,SYN-SIS-000619,MATH-ALG2-H,Y05-SEC-012,TCH-003,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,70.42,70.42,69.18,67.0962,,initialize_latent_readiness,,69.18,,true,true,false
3416,619,4,137,28,12,2030-2031,5,SYN-SIS-000619,MATH-ALG2-H,Y05-SEC-012,TCH-003,Assignment 12,12,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,79.3,79.3,75.69,76.9851,8.88,school_year_growth,69.18,75.6898,6.5098,true,true,false
3417,620,2,129,27,11,2030-2031,5,SYN-SIS-000620,MATH-GEOM,Y05-SEC-004,TCH-002,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,3.88,3.88,11.27,10.2607,,initialize_latent_readiness,,11.27,,true,true,false
3418,620,2,129,27,12,2030-2031,5,SYN-SIS-000620,MATH-GEOM,Y05-SEC-004,TCH-002,Assignment 12,12,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,17.89,17.89,20.47,17.5147,14.01,school_year_growth,11.27,20.4718,9.2018,true,true,false
3419,621,1,126,26,11,2030-2031,5,SYN-SIS-000621,MATH-ALG1,Y05-SEC-001,TCH-001,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,29.0,29.0,29.09,31.4828,,initialize_latent_readiness,,29.09,,true,true,false
3420,621,1,126,26,12,2030-2031,5,SYN-SIS-000621,MATH-ALG1,Y05-SEC-001,TCH-001,Assignment 12,12,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,32.08,32.08,35.95,32.302,3.08,school_year_growth,29.09,35.9506,6.8606,true,true,false
3421,622,2,129,27,11,2030-2031,5,SYN-SIS-000622,MATH-GEOM,Y05-SEC-004,TCH-002,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,56.06,56.06,55.01,54.3438,,initialize_latent_readiness,,55.01,,true,true,false
3422,622,2,129,27,12,2030-2031,5,SYN-SIS-000622,MATH-GEOM,Y05-SEC-004,TCH-002,Assignment 12,12,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,57.83,57.83,59.53,57.0716,1.77,school_year_growth,55.01,59.5313,4.5213,true,true,false
3423,623,2,127,27,11,2030-2031,5,SYN-SIS-000623,MATH-GEOM,Y05-SEC-002,TCH-002,Assignment 11,11,beginning_of_year,summer_atrophy,absent_no_update,absent_no_update,populated,0.0,,,,,initialize_latent_readiness,,40.24,,true,false,true
3424,623,2,127,27,12,2030-2031,5,SYN-SIS-000623,MATH-GEOM,Y05-SEC-002,TCH-002,Assignment 12,12,end_of_year,school_year_growth,initialize_readiness,first_present_evidence_from_latent,populated,43.48,43.48,45.66,43.7159,,school_year_growth,40.24,45.6637,5.4237,true,true,false
3425,624,1,126,26,11,2030-2031,5,SYN-SIS-000624,MATH-ALG1,Y05-SEC-001,TCH-001,Assignment 11,11,beginning_of_year,summer_atrophy,absent_no_update,absent_no_update,populated,0.0,,,,,initialize_latent_readiness,,44.72,,true,false,true
3426,624,1,126,26,12,2030-2031,5,SYN-SIS-000624,MATH-ALG1,Y05-SEC-001,TCH-001,Assignment 12,12,end_of_year,school_year_growth,initialize_readiness,first_present_evidence_from_latent,populated,51.68,51.68,50.63,50.6434,,school_year_growth,44.72,50.6302,5.9102,true,true,false
3427,625,2,127,27,11,2030-2031,5,SYN-SIS-000625,MATH-GEOM,Y05-SEC-002,TCH-002,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,27.06,27.06,27.82,29.8438,,initialize_latent_readiness,,27.82,,true,true,false
3428,625,2,127,27,12,2030-2031,5,SYN-SIS-000625,MATH-GEOM,Y05-SEC-002,TCH-002,Assignment 12,12,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,21.76,21.76,33.53,23.3672,-5.3,school_year_growth,27.82,33.5309,5.7109,true,true,false
3429,626,2,130,26,11,2030-2031,5,SYN-SIS-000626,MATH-GEOM,Y05-SEC-005,TCH-001,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,39.03,39.03,41.63,39.9564,,initialize_latent_readiness,,41.63,,true,true,false
3430,626,2,130,26,12,2030-2031,5,SYN-SIS-000626,MATH-GEOM,Y05-SEC-005,TCH-001,Assignment 12,12,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,47.89,47.89,46.97,46.7763,8.86,school_year_growth,41.63,46.9717,5.3417,true,true,false
3431,627,2,127,27,11,2030-2031,5,SYN-SIS-000627,MATH-GEOM,Y05-SEC-002,TCH-002,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,53.42,53.42,52.57,52.1134,,initialize_latent_readiness,,52.57,,true,true,false
3432,627,2,127,27,12,2030-2031,5,SYN-SIS-000627,MATH-GEOM,Y05-SEC-002,TCH-002,Assignment 12,12,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,52.19,52.19,56.68,52.0125,-1.23,school_year_growth,52.57,56.6803,4.1103,true,true,false
3433,628,4,135,28,11,2030-2031,5,SYN-SIS-000628,MATH-ALG2-H,Y05-SEC-010,TCH-003,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,89.0,89.0,84.42,82.7931,,initialize_latent_readiness,,84.42,,true,true,false
3434,628,4,135,28,12,2030-2031,5,SYN-SIS-000628,MATH-ALG2-H,Y05-SEC-010,TCH-003,Assignment 12,12,end_of_year,school_year_growth,absent_no_update,absent_no_update,populated,0.0,,,,,school_year_growth,84.42,90.8221,6.4021,true,false,true
3435,629,4,135,28,11,2030-2031,5,SYN-SIS-000629,MATH-ALG2-H,Y05-SEC-010,TCH-003,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,71.95,71.95,69.25,68.3888,,initialize_latent_readiness,,69.25,,true,true,false
3436,629,4,135,28,12,2030-2031,5,SYN-SIS-000629,MATH-ALG2-H,Y05-SEC-010,TCH-003,Assignment 12,12,end_of_year,school_year_growth,absent_no_update,absent_no_update,populated,0.0,,,,,school_year_growth,69.25,73.8573,4.6073,true,false,true
3437,630,2,129,27,11,2030-2031,5,SYN-SIS-000630,MATH-GEOM,Y05-SEC-004,TCH-002,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,35.01,35.01,37.45,36.5602,,initialize_latent_readiness,,37.45,,true,true,false
3438,630,2,129,27,12,2030-2031,5,SYN-SIS-000630,MATH-GEOM,Y05-SEC-004,TCH-002,Assignment 12,12,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,48.4,48.4,44.93,46.7592,13.39,school_year_growth,37.45,44.9264,7.4764,true,true,false
3439,631,2,129,27,11,2030-2031,5,SYN-SIS-000631,MATH-GEOM,Y05-SEC-004,TCH-002,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,13.45,13.45,16.82,18.3457,,initialize_latent_readiness,,16.82,,true,true,false
3440,631,2,129,27,12,2030-2031,5,SYN-SIS-000631,MATH-GEOM,Y05-SEC-004,TCH-002,Assignment 12,12,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,26.89,26.89,24.33,26.1846,13.44,school_year_growth,16.82,24.3331,7.5131,true,true,false
3441,632,2,127,27,11,2030-2031,5,SYN-SIS-000632,MATH-GEOM,Y05-SEC-002,TCH-002,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,77.0,77.0,76.71,72.0345,,initialize_latent_readiness,,76.71,,true,true,false
3442,632,2,127,27,12,2030-2031,5,SYN-SIS-000632,MATH-GEOM,Y05-SEC-002,TCH-002,Assignment 12,12,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,74.77,74.77,80.82,73.7163,-2.23,school_year_growth,76.71,80.819,4.109,true,true,false
3443,633,4,136,28,11,2030-2031,5,SYN-SIS-000633,MATH-ALG2-H,Y05-SEC-011,TCH-003,Assignment 11,11,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,51.83,51.83,56.97,51.3909,,initialize_latent_readiness,,56.97,,true,true,false
3444,633,4,136,28,12,2030-2031,5,SYN-SIS-000633,MATH-ALG2-H,Y05-SEC-011,TCH-003,Assignment 12,12,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,65.49,65.49,62.4,63.2466,13.66,school_year_growth,56.97,62.3975,5.4275,true,true,false
